kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
11188254,K04223.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.754024,133.731,0.7277,4.15,172.2,1.68,1553,1374.41,13.8,1,q1_q12_tce,6419,4.321,1.188,290.64301,48.887501,14.059
8934103,K04009.01,Kepler-1538 b,CONFIRMED,CANDIDATE,,0,0,0,0,175.138819,296.03986,0.504,10.666,678.3,2.94,361,4,19.3,1,q1_q12_tce,6210,4.4,1.1,283.3457,45.27446,15.245
5288577,K04010.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.728526189,131.81018,0.6798,3.928,194.3,3.31,2491,9100.75,25.2,1,q1_q12_tce,6701,3.882,2.237,295.50217,40.409943,13.597
11969988,K04011.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.190691027,132.01454,0.7379,4.471,64.6,0.99,1580,1472.39,43.9,1,q1_q12_tce,6205,4.367,1.136,295.05322,50.34774,12.521
8483258,K04012.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.16478,233.7717,0.7967,11.288,2074,5.68,279,1.44,23.5,1,q1_q12_tce,6194,4.415,1.129,286.54303,44.509621,15.823
4832225,K04013.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.947730115,132.39634,0.0108,1.059,133.1,2.57,3885,53872.33,23,1,q1_q12_tce,9436,4.122,2.161,290.74661,39.91103,9.072
6592832,K04082.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.924816788,132.09581,0.8487,2.612,137.6,1.29,1960,3489.68,25.3,1,q1_q12_tce,6140,4.459,0.969,287.47369,42.00375,15.293
8524346,K04083.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,4.46973282,133.01318,0.9906,5.778,270.6,3.01,1248,574.11,43.4,1,q1_q12_tce,6102,4.316,1.125,300.61877,44.594391,13.726
3937814,K04084.01,Kepler-1549 b,CONFIRMED,CANDIDATE,,0,0,0,0,214.886545,213.387,0.0171,10.11,1005.8,2.71,266,1.18,21,1,q1_q12_tce,5375,4.541,0.876,286.05243,39.09605,15.188
5041847,K04085.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.914468988,132.120897,1.3277,2.7022,4162.5,43.53,1884,2978.16,164,2,q1_q12_tce,5762,4.415,0.989,298.91278,40.110851,14.582
8554498,K00005.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,7.05185637,133.3669015,,3.69,,,,,,,,,,,289.73972,44.647419,11.665
8669092,K00068.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,1.000840758,121.293504,1.5286,1.3282,2655.2,75.84,2222,5760.53,47.8,,,6284,4.212,1.195,281.89307,44.827461,12.733
4159347,K00394.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,12.28354102,174.36389,1.5025,3.7134,572.3,65.04,914,164.91,60.6,,,6170,4.284,1.14,292.03107,39.24548,13.167
8439323,K04153.01,Kepler-1942 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.626027246,134.6816,0.302,0.56,370.8,1.6,1011,247.34,17.6,1,q1_q12_tce,5834,4.566,0.797,294.98059,44.425301,14.667
5551228,K04154.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,368.71479,318.8424,1.9265,16.46,1210,91.06,236,0.73,10.9,2,q1_q12_tce,5716,4.544,0.872,296.49731,40.765629,15.593
5551228,K04154.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,122.901388,195.9368,0.9448,16.086,680.3,2.89,340,3.16,11.2,3,q1_q12_tce,5716,4.544,0.872,296.49731,40.765629,15.593
5471271,K04155.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,12.4222673,141.8482,0.0896,18.6,72.2,0.94,871,136.3,14.6,1,q1_q12_tce,6210,4.4,1.1,297.60681,40.656479,13.598
1724513,K04224.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.975205819,131.63034,0.0405,1.615,82.9,1.18,1754,2239.32,15.1,1,q1_q12_tce,6225,4.251,1.294,292.16486,37.275742,13.609
9535876,K04225.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.960843627,131.77119,0.6405,2.544,127.6,1.28,1863,2846.29,18.8,2,q1_q12_tce,5710,4.415,1.083,295.55756,46.172241,14.92
9491832,K04226.01,,CANDIDATE,CANDIDATE,,0,0,0,0,49.5644652,170.7005,0.4921,8.439,127,1.71,597,30.06,16.1,1,q1_q12_tce,5818,4.145,1.491,300.56241,46.037819,12.83
7816665,K04227.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,4.29256004,131.78109,0.5551,3.223,294.1,1.71,1161,428.77,15.7,1,q1_q12_tce,6137,4.487,0.963,289.91635,43.507671,15.888
9535881,K04228.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.960842105,131.778166,1.3168,2.6884,2881.9,67.46,2852,15634.74,160.4,1,q1_q12_tce,7397,4.167,1.65,295.5596,46.17804,13.402
9009953,K04014.01,Kepler-1700 b,CONFIRMED,CANDIDATE,,0,0,0,0,234.244257,210.80985,0.9415,12.929,466.5,3.14,335,2.99,27.1,1,q1_q12_tce,6299,4.401,1.167,286.94971,45.353828,13.685
8282846,K04015.01,Kepler-1539 b,CONFIRMED,CANDIDATE,,0,0,0,0,133.3036741,167.7559,0.0035,7.416,1199,2.71,301,1.94,30.6,1,q1_q12_tce,5269,4.543,0.801,284.21942,44.268539,15.307
5938970,K04016.01,Kepler-1540 b,CONFIRMED,CANDIDATE,,0,0,0,0,125.4131177,195.62717,0.0198,2.2134,1403.9,2.3,238,0.75,22.5,1,q1_q12_tce,4366,4.624,0.639,283.34448,41.20174,14.073
8381693,K04017.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,21.571421,137.3082,0.0802,13.61,47.6,1.13,888,146.81,8.1,1,q1_q12_tce,6070,3.983,1.628,297.13824,44.378078,13.86
3231137,K00382.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,3.900145486,172.371763,1.028,3.7697,856.3,7.56,1253,582.32,134.1,1,q1_q12_tce,6407,4.48,0.955,290.34735,38.377899,13.561
3831053,K00388.01,Kepler-1719 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,6.14955299,169.55281,0.6283,5.6044,351.1,3.47,1287,649.26,83.7,1,q1_q12_tce,5687,3.973,1.775,284.70691,38.936821,13.644
3836558,K04086.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,1.540394662,132.00062,0.4731,1.7416,157.2,1.14,1522,1267.95,23.9,1,q1_q12_tce,5649,4.421,0.884,286.99091,38.916222,14.608
6106282,K04087.01,Kepler-440 b,CONFIRMED,CANDIDATE,,0,0,0,0,101.1114976,215.51638,0.0998,8.13,969.5,1.47,201,0.39,23.9,1,q1_q12_tce,3813,4.767,0.477,285.34995,41.452209,15.134
4946584,K04088.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.907943742,132.133213,1.4035,1.9402,1492.1,55.87,2210,5634.58,68.2,1,q1_q12_tce,6450,4.367,1.158,297.36047,40.056141,13.819
11972872,K04089.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.531106671,131.906485,0.9326,2.9987,5440.2,7.57,1780,2371.49,221,1,q1_q12_tce,4978,4.539,0.762,296.34622,50.390789,15.169
5881120,K04156.01,Kepler-1943 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.85026423,135.2992,0.2278,4.673,67.2,0.8,1098,344.04,15.9,1,q1_q12_tce,6032,4.485,0.973,293.31827,41.116669,13.809
4548098,K04157.01,Kepler-1982 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.82316376,133.06602,0.2718,2.158,47.2,1.04,1554,1377.67,15.9,1,q1_q12_tce,6597,4.207,1.491,287.41006,39.65868,12.692
5306383,K04158.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.842336112,131.74042,0.4021,1.5757,187,1.38,1943,3367.24,60.1,1,q1_q12_tce,5765,4.415,0.998,299.12286,40.489071,13.319
6607644,K04159.01,Kepler-1559 b,CONFIRMED,CANDIDATE,,0,0,0,0,0.971915428,132.16475,0.3415,1.629,73.6,0.7,1581,1476.97,17,1,q1_q12_tce,5406,4.576,0.822,292.28659,42.07246,14.5
7610663,K04160.01,Kepler-1560 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.03195744,133.98988,0.333,1.657,83.4,0.91,1270,614.2,16.9,1,q1_q12_tce,5755,4.402,0.993,292.78461,43.215981,13.421
11616596,K04229.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,14.5893928,136.1407,0.4676,13.43,42.8,0.71,811,102.46,18.2,1,q1_q12_tce,6156,4.407,1.058,294.74988,49.663441,12.616
9872831,K04230.01,Kepler-1572 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.49548621,133.63773,0.1232,2.511,90.5,1.33,1293,661.04,14.4,1,q1_q12_tce,6157,4.159,1.392,281.89731,46.722664,13.95
2695110,K00400.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,44.189404,209.98986,1.4819,6.796,4384,58.37,537,19.73,113.4,1,q1_q12_tce,6061,4.438,0.968,286.5242,37.985432,14.882
6383595,K04231.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,24.9097436,143.0403,0.5729,3.856,150.2,2.24,912,163.58,9.7,4,q1_q12_tce,6596,4.037,1.757,297.16177,41.775822,13.073
11509504,K04232.01,Kepler-1573 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.6157554,131.98236,0.0807,2.639,141.9,1.15,1378,851.6,15.9,1,q1_q12_tce,6088,4.446,0.958,292.98834,49.48497,15.18
4929299,K04018.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.868723335,132.08297,0.2999,1.229,211,1.53,1999,3776.5,25.1,2,q1_q12_tce,5761,4.331,1.046,293.35101,40.059711,14.774
10075409,K04019.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,360.33012,159.4314,0.3698,15.16,1022,2.34,200,0.38,12.2,1,q1_q12_tce,5054,4.606,0.74,291.90503,47.094929,15.892
7038096,K04020.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.56680037,131.80118,0.8371,1.9216,236.6,1.93,2397,7801.9,68.9,1,q1_q12_tce,6173,4.429,1.108,293.18408,42.528019,14.65
11967788,K04021.01,,CANDIDATE,CANDIDATE,,0,0,0,0,7.23532906,133.12065,0.2042,3.207,107.3,2.04,1531,1298.7,18.1,1,q1_q12_tce,7232,4.043,1.937,294.03436,50.371651,13.166
11967788,K04021.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.93209467,132.45034,0.26,3.4,67.7,1.63,1740,2167.4,13.9,2,q1_q12_tce,7232,4.043,1.937,294.03436,50.371651,13.166
9899233,K04090.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,1.33255638,132.04819,0.5545,4.485,124,1.15,1719,2062.92,24.3,1,q1_q12_tce,6077,4.471,0.999,295.16696,46.754341,15.164
3103227,K04091.01,Kepler-1550 b,CONFIRMED,CANDIDATE,,0,0,0,0,225.582809,272.79803,0.201,11.181,757.1,2.65,312,2.24,18.1,1,q1_q12_tce,6184,4.488,0.959,287.76456,38.294701,14.9
4850961,K04092.01,Kepler-1551 b,CONFIRMED,CANDIDATE,,0,0,0,0,24.4973698,133.92307,0.5019,5.081,472.1,2.56,714,61.53,18.8,1,q1_q12_tce,6362,4.408,1.144,295.78552,39.907921,15.152
8521059,K04093.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.535578969,131.808361,1.1195,1.7899,414.3,20.55,2876,16182.65,89.7,1,q1_q12_tce,6614,4.259,1.322,299.75021,44.561981,13.94
8128247,K04094.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,3.57017498,134.44535,0.0815,4.863,83.5,58.71,6119,331478.01,36.7,1,q1_q12_tce,3812,0.93,69.001,300.60422,43.902946,13.334
5565707,K04161.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,1.29406128,131.85551,0.4569,1.257,86.7,1.14,2052,4194.71,7.9,1,q1_q12_tce,6594,4.322,1.19,299.42017,40.73838,12.855
4165960,K00395.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,6.7744888,171.01181,0.9927,2.5127,491.1,3.36,1023,258.9,45.8,,,6483,4.525,0.883,293.57086,39.25264,13.889
1293031,K04162.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.539365533,131.97641,0.9909,3.735,163,4.99,3665,42638.27,51.1,1,q1_q12_tce,6363,3.798,2.489,291.02097,36.903648,12.915
6463499,K04163.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,94.446285,166.154,1.0624,8.185,424.5,24.25,611,32.93,17.9,1,q1_q12_tce,5780,4.438,1,297.49054,41.8326,13.939
8254882,K04164.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.925657078,132.11304,0.3823,1.551,33.2,0.94,2381,7600.86,16.5,1,q1_q12_tce,6058,4.135,1.612,298.38754,44.151962,12.6
6042031,K04165.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.537109866,131.5607,1.5545,1.814,92.5,125.99,2965,18262.22,37.6,1,q1_q12_tce,5407,3.848,2.055,291.69067,41.332878,13.078
6599949,K04233.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,409.2452,265.2465,0.0176,13.06,531.2,2.1,244,0.84,12.8,1,q1_q12_tce,5910,4.466,0.911,289.90698,42.0462,15.42
11611275,K04234.01,Kepler-1574 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.9424334,135.95984,0.343,3.39,149.1,1.27,1003,239.39,13.4,1,q1_q12_tce,6108,4.466,1.03,292.15866,49.63776,15.158
10794974,K04235.01,,CANDIDATE,CANDIDATE,,0,0,0,0,66.6430747,170.08516,0.9802,2.431,267.4,3.15,589,28.51,16.8,1,q1_q12_tce,6609,4.234,1.422,290.9227,48.180328,13.224
2449101,K04236.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.739761008,131.80913,1.2359,7.589,292.1,9.67,839,117.05,34.7,1,q1_q12_tce,3417,4.9,0.35,292.69855,37.778481,15.049
7259249,K04237.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.950734937,131.77944,0.1636,1.013,213.6,1.48,1907,3129.59,15.9,1,q1_q12_tce,6039,4.478,1.005,282.92773,42.80608,15.156
7733731,K04022.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.85820402,135.144,0.0158,5.357,70.9,0.91,1194,480.88,25.1,1,q1_q12_tce,6110,4.342,1.076,283.12854,43.45686,13.269
6862332,K04023.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,357.058779,341.2605,0.3619,7.9,2981.3,4.96,242,0.82,34,1,q1_q12_tce,5754,4.534,0.905,291.58517,42.367229,15.644
10714072,K04024.01,Kepler-1541 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.40691199,133.42687,0.2048,1.8785,202,2.15,1048,285.67,20.5,1,q1_q12_tce,5365,4.02,1.533,283.78702,48.02956,13.801
10992011,K04025.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.974478016,132.37175,0.0158,1.9041,246.1,1.25,1513,1239.32,32.5,1,q1_q12_tce,5043,4.502,0.819,298.53549,48.419479,14.655
4067110,K04026.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.735145086,131.50087,1.2299,5.303,511.4,35.48,2523,9573.46,136.1,1,q1_q12_tce,6661,4.341,1.29,294.08896,39.128101,12.855
3342463,K00383.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,34.10787519,183.56881,,4.1,,,,,,,,,,,291.52365,38.40519,13.109
6276994,K04095.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.1060126,131.8375,0.747,2.987,84.5,1.03,1902,3093.39,25.6,1,q1_q12_tce,6241,4.45,1.031,289.17761,41.695171,14.363
3847708,K00389.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,3.741232922,171.70605,0.9779,3.332,399.5,2.23,947,190.22,61.2,1,q1_q12_tce,5197,4.601,0.763,290.70102,38.954681,13.936
9674564,K04096.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,6.87374123,132.45695,0.6307,3.43,212.4,1.4,909,161.61,20.4,1,q1_q12_tce,5671,4.487,0.917,300.4068,46.378941,14.046
5688683,K04097.01,Kepler-1939 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.790649339,133.15339,0.0437,0.662,223.9,0.92,827,110.57,24,1,q1_q12_tce,4358,4.662,0.62,285.69,40.99453,13.435
5688683,K04097.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.44905545,131.7496,0.4837,1.739,91.6,0.6,708,59.42,12.9,2,q1_q12_tce,4358,4.662,0.62,285.69,40.99453,13.435
4078311,K04166.01,Kepler-1944 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.84261195,134.02133,0.1474,1.5672,664.7,2.48,803,98.09,16.6,1,q1_q12_tce,5589,4.489,0.974,296.5105,39.173321,15.308
5475735,K04167.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,2.99196673,134.1482,0.4851,4.921,93.8,0.72,1024,260.09,22.9,1,q1_q12_tce,5269,4.612,0.734,298.57779,40.681438,14.395
9402583,K04168.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.53654469,132.03047,0.1246,2.818,200.5,1.01,1749,2210.1,28.2,1,q1_q12_tce,5040,4.594,0.73,291.24924,45.92149,15.89
7838675,K04169.01,Kepler-1561 b,CONFIRMED,CANDIDATE,,0,0,0,0,1.005207007,132.45528,0.5165,1.62,101.1,0.89,1683,1896.29,13.7,1,q1_q12_tce,5717,4.546,0.864,296.92361,43.566471,14.658
8700537,K04170.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,43.796748,158.9029,0.0139,10.51,139.8,1.12,542,20.4,14.2,1,q1_q12_tce,6109,4.432,0.941,295.93921,44.837379,14.372
8678691,K04238.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,369.819993,179.3674,0.9179,20.232,1599,4.25,201,0.38,42.1,1,q1_q12_tce,4806,4.495,0.839,287.22513,44.899841,15.089
9640924,K04239.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,2.17815956,132.02429,0.1243,1.819,139,1.36,1605,1566.86,15.8,1,q1_q12_tce,6260,4.36,1.148,287.96655,46.33849,14.975
9593773,K04240.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.13392367,133.54811,0.723,4.334,223.9,1.64,1319,716.55,20.4,1,q1_q12_tce,6147,4.457,1.023,294.11237,46.252708,15.725
3217264,K00401.01,Kepler-149 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,29.1989838,185.440957,0.0634,5.0905,2108.3,3.77,531,18.75,170.2,1,q1_q12_tce,5529,4.526,0.832,285.85367,38.384121,14.001
9285568,K04241.01,Kepler-1575 b,CONFIRMED,FALSE POSITIVE,,0,0,1,0,2.55314213,132.45164,0.4288,1.858,207.1,1.33,1312,699.7,16.3,1,q1_q12_tce,5970,4.521,0.908,293.74326,45.761589,15.424
8694309,K04027.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.827350283,131.92552,0.5711,2.3344,47.4,0.8,2054,4204.69,32.9,1,q1_q12_tce,5614,4.268,1.121,293.8067,44.867352,12.9
7818447,K04028.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.618952101,131.590523,1.2834,2.8327,11801.5,5.28,496,14.29,181.4,1,q1_q12_tce,2661,5.283,0.116,290.47928,43.505268,13.593
11569475,K04029.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.317232539,132.1383,1.0025,7.089,431.2,5.78,2166,5199.35,62.9,2,q1_q12_tce,6698,4.267,1.37,296.61078,49.567039,13.449
9551430,K04030.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,7.755399,134.4825,1.5111,18.105,757.3,44.77,822,107.76,33.4,1,q1_q12_tce,5607,4.539,0.766,300.18863,46.185768,15.553
3228986,K04031.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,0.730949208,132.22319,1.0157,3.451,104.6,3.94,2359,7321.4,26.1,1,q1_q12_tce,6428,4.377,1.156,289.80322,38.366692,14.184
8222627,K04098.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.121732561,131.56874,0.1274,0.95,88.8,2.38,2384,7641.15,15.7,1,q1_q12_tce,5023,3.682,2.571,287.50375,44.167259,13.875
8951205,K04099.01,Kepler-1940 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.95062352,132.80505,0.4817,1.808,357.7,1.4,892,149.49,18.6,1,q1_q12_tce,5435,4.61,0.725,291.20419,45.238392,15.309
5700900,K04100.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,379.09589,287.4447,0.0747,21.793,1221.9,3.35,253,0.97,25.3,1,q1_q12_tce,5982,4.493,0.96,290.31039,40.98143,15.813
7026477,K04101.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,366.31509,312.1401,0.4314,12.41,336,2.87,353,3.65,13,1,q1_q12_tce,6705,4.16,1.524,289.55566,42.572048,13.974
2708278,K04102.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.89128169,132.6812,0.4803,4.984,103.5,1.06,1464,1084.51,21.8,1,q1_q12_tce,5513,4.341,1.025,290.31589,37.977779,14.486
10858785,K04171.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.952372551,132.33982,1.138,3.893,369.8,15.97,1869,2885.01,34.8,1,q1_q12_tce,6086,4.511,0.921,290.72519,48.210411,15.868
4252322,K00396.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,14.59150723,180.851389,4.3652,1.1136,1529.9,486.62,879,140.82,58.9,,,5940,4.199,1.312,288.75781,39.350571,13.311
9640907,K04172.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,1.089088655,132.0164,0.9711,2.752,209.7,2.05,1905,3112.2,13.9,1,q1_q12_tce,6167,4.444,1.064,287.95279,46.33176,15.693
9490653,K04173.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.227986053,131.84494,0.6901,1.579,146.1,1.2,1672,1846.47,14.7,1,q1_q12_tce,5746,4.435,0.931,300.23093,46.0452,14.966
3328027,K04174.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.11553171,131.9845,0.1897,3.955,203.8,1.39,1426,978.38,16.7,1,q1_q12_tce,5952,4.489,0.971,287.18967,38.42382,15.627
9514372,K04242.01,,CANDIDATE,CANDIDATE,,0,0,0,0,145.786506,215.04933,0.0782,4.681,421.4,2.03,353,3.68,15.6,1,q1_q12_tce,6014,4.486,0.993,285.66006,46.143471,14.41
9777757,K04243.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.33254359,132.05356,0.6499,3.961,39,1.47,2695,12477.61,23.1,1,q1_q12_tce,6613,3.87,2.237,294.71292,46.576221,13
5097454,K04244.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.288064934,133.273917,1.0137,6.2392,12268.1,13.56,1308,692,325,1,q1_q12_tce,5233,4.625,0.639,291.24866,40.221352,15.313
12737015,K04245.01,,CANDIDATE,CANDIDATE,,0,0,0,0,24.668553,136.6277,0.8082,8.207,130.1,1.94,780,87.47,15.9,1,q1_q12_tce,6028,4.158,1.528,290.48007,51.965012,13.572
5177859,K04246.01,Kepler-1576 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.98471973,135.99535,0.0067,2.723,88,1.15,1062,300.62,13,1,q1_q12_tce,5841,4.275,1.235,289.07397,40.366009,13.382
7100673,K04032.01,Kepler-1542 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.95116882,134.22178,0.4297,2.5916,61.4,0.95,1277,629.58,22.4,1,q1_q12_tce,5731,4.224,1.19,285.72849,42.65453,12.639
7100673,K04032.02,Kepler-1542 c,CONFIRMED,CANDIDATE,,0,0,0,0,2.89223021,132.86465,0.0499,2.607,48.9,0.83,1417,951.8,16.3,2,q1_q12_tce,5731,4.224,1.19,285.72849,42.65453,12.639
4138557,K04033.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.991553431,131.90245,0.1926,0.8266,624.9,2.24,1803,2496.31,17.1,1,q1_q12_tce,5906,4.475,0.881,285.5921,39.206268,11.968
10089911,K04034.01,Kepler-1543 b,CONFIRMED,FALSE POSITIVE,,1,0,0,0,6.96710269,138.24152,0.5519,3.643,235.3,2.22,1214,513.32,24.6,1,q1_q12_tce,6602,4.302,1.397,297.1243,47.037022,13.487
3247404,K04035.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,8.8110622,136.4579,1.4045,4.819,24831,62.79,881,142.58,24.1,1,q1_q12_tce,5780,4.438,1,294.46231,38.381912,18.533
3353050,K00384.01,Kepler-541 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.08005848,174.42776,0.6761,5.2587,230.8,1.92,1212,510.81,56.3,1,q1_q12_tce,6089,4.298,1.19,294.14966,38.458271,13.281
3747817,K04103.01,Kepler-1552 b,CONFIRMED,FALSE POSITIVE,,1,0,0,0,184.771853,217.36155,0.2392,9.706,1034.6,2.17,251,0.94,22.8,1,q1_q12_tce,5220,4.631,0.677,291.67682,38.874908,14.838
8483366,K04104.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,392.49728,203.1308,0.1658,10.53,1062,2.82,232,0.68,14.5,1,q1_q12_tce,5737,4.544,0.872,286.58932,44.5247,15.814
3849155,K00390.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,1.168310262,170.604253,0.1544,1.3106,296.1,1.47,1579,1469.16,65.4,,,5509,4.487,0.857,291.12799,38.914688,13.831
7758018,K04105.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,363.41165,404.2733,0.3923,14.79,961.7,3.14,263,1.12,17.4,1,q1_q12_tce,6025,4.472,0.999,293.53253,43.406151,15.445
11017094,K04106.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.708563086,132.1036,1.2018,6.493,462.3,15.98,1591,1515.4,83.2,1,q1_q12_tce,5267,4.66,0.652,284.74942,48.558128,15.017
9640931,K04175.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,2.17816228,132.01687,0.3115,2.543,285.6,1.19,1146,407.88,19.1,1,q1_q12_tce,5356,4.618,0.706,287.96875,46.301659,15.916
5125196,K04176.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,342.315407,157.0157,0.1974,12.476,719.7,3.15,304,2.03,13.3,2,q1_q12_tce,6425,4.373,1.164,298.05338,40.210739,15.091
9640962,K04177.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.089088064,132.01426,0.2624,2.548,164.9,1.06,1471,1106.05,19.7,1,q1_q12_tce,5119,4.533,0.84,287.98569,46.3484,15.472
